Year,Co code,County Name,DIST_ID,District Name,SCHOOL_ID,School Name,PRGCODE,GRADE_LEVEL,WH_M,WH_F,BL_M,BL_F,HI_M,HI_F,AS_M,AS_F,AM_M,AM_F,PI_M,PI_F,MU_M,MU_F,ROW_TOTAL,FREE_LUNCH,REDUCED_LUNCH,LEP,MIGRANT
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,80,Woodfern E.S.,2,NA,22,32,1,1,4,7,5,7,,,0,0,,,79,,,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,80,Woodfern E.S.,3,NA,34,25,1,5,3,2,5,5,,,0,0,,,80,,,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,80,Woodfern E.S.,4,NA,31,25,2,6,7,5,2,5,,,0,0,,,83,,,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,80,Woodfern E.S.,55,NA,145,139,7,14,22,27,17,31,,,0,0,,,402,40,10,31,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,85,Woods Road E.S.,KF,NA,7,5,1,,,,,,,,0,0,,,13,,,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,85,Woods Road E.S.,KH,NA,25,17,2,1,1,1,5,9,,,0,0,,1,62,,,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,85,Woods Road E.S.,1,NA,29,21,1,2,1,1,6,5,,,0,0,,,66,,,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,85,Woods Road E.S.,2,NA,30,29,1,1,,1,4,5,,,0,0,,,71,,,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,85,Woods Road E.S.,3,NA,32,38,3,2,4,2,5,5,,1,0,0,,,92,,,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,85,Woods Road E.S.,4,NA,32,23,1,3,1,2,4,8,,,1,0,,,75,,,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,85,Woods Road E.S.,UG,NA,29,7,4,2,3,2,2,3,,,0,0,,,52,,,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,85,Woods Road E.S.,55,NA,184,140,13,11,10,9,26,35,,1,1,0,,1,431,16,3,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,999,Total,KF,NA,32,19,1,1,5,3,2,1,,,0,0,,,64,,,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,999,Total,KH,NA,143,126,5,5,9,22,33,42,,,1,0,,2,388,,,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,999,Total,1,NA,175,146,11,13,19,14,63,59,,,1,1,1,1,504,,,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,999,Total,2,NA,169,178,5,10,11,22,41,50,,,1,1,,,488,,,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,999,Total,3,NA,204,191,9,16,21,18,51,46,,1,0,0,,,557,,,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,999,Total,4,NA,194,172,15,13,16,17,39,51,,,2,0,,,519,,,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,999,Total,5,NA,196,187,18,12,15,19,48,45,,,1,2,,,543,,,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,999,Total,6,NA,199,195,14,12,14,20,45,44,,,0,0,,,543,,,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,999,Total,7,NA,203,220,17,17,21,14,44,39,,,0,2,,,577,,,,
2010-2011,35,SOMERSET,2170,HILLSBOROUGH TOWNSHIP,999,Total,8,NA,239,197,15,18,17,11,46,49,,,0,0,,,592,,,,
